Data 
0,415,0
1,415,0
2,415,0
3,416,0
4,415,0
5,415,0
6,415,0
7,415,0
8,416,0
9,415,0
10,415,0
11,415,0
12,415,0
13,415,0
14,415,0
15,414,0
16,415,0
17,415,0
18,415,0
19,415,0
20,415,0
21,415,0
22,415,0
23,415,0
24,415,0
25,415,0
26,415,0
27,415,0
28,415,0
29,415,0
30,415,0
31,415,0
32,415,0
33,416,0
34,415,0
35,414,0
36,409,0
37,391,1
38,373,1
39,354,1
40,339,1
41,325,1
42,308,1
43,296,1
44,296,1
45,302,1
46,352,1
47,420,0
48,475,0
49,476,0
50,476,0
51,475,0
52,477,0
53,474,0
54,476,0
55,477,0
56,475,0
57,479,0
58,474,0
59,475,0
60,477,0
61,474,0
62,476,0
63,475,0
64,476,0
65,476,0
66,475,0
67,476,0
68,476,0
