Data 
0,411,0
1,410,0
2,409,0
3,410,0
4,413,0
5,410,0
6,411,0
7,413,0
8,411,0
9,411,0
10,411,0
11,410,0
12,410,0
13,409,0
14,411,0
15,412,0
16,410,0
17,413,0
18,413,0
19,410,0
20,411,0
21,409,0
22,410,0
23,412,0
24,411,0
25,412,0
26,409,0
27,412,0
28,410,0
29,412,0
30,411,0
31,411,0
32,411,0
33,410,0
34,409,0
35,412,0
36,412,0
37,410,0
38,410,0
39,410,0
40,409,0
41,411,0
42,410,0
43,410,0
44,410,0
45,412,0
46,411,0
47,411,0
48,411,0
49,409,0
50,412,0
51,412,0
52,411,0
53,410,0
54,410,0
55,411,0
56,410,0
57,412,0
58,410,0
59,410,0
60,410,0
61,411,0
62,411,0
63,410,0
64,410,0
65,411,0
66,413,0
67,412,0
68,410,0
69,411,0
70,411,0
71,411,0
72,412,0
73,412,0
74,412,0
