Data 
0,397,0
1,397,0
2,397,0
3,396,0
4,398,0
5,397,0
6,397,0
7,397,0
8,394,0
9,396,0
10,398,0
11,398,0
12,399,0
13,397,0
14,397,0
15,397,0
16,397,0
17,397,0
18,397,0
19,396,0
20,398,0
21,397,0
22,398,0
23,397,0
24,395,0
25,398,0
26,397,0
27,397,0
28,398,0
29,397,0
30,395,0
31,385,0
32,240,1
33,240,1
34,241,1
35,240,1
36,239,1
37,239,1
38,239,1
39,239,1
40,238,1
41,239,1
42,239,1
43,240,1
44,239,1
45,49,1
46,72,1
47,96,1
48,239,1
49,239,1
50,239,1
51,239,1
52,119,1
53,123,1
54,136,1
55,237,1
56,239,1
57,239,1
58,239,1
59,239,1
60,239,1
61,239,1
62,239,1
63,239,1
64,239,1
65,233,1
66,239,1
67,236,1
68,238,1
69,236,1
70,235,1
71,226,1
72,233,1
73,224,1
74,214,1
75,226,1
76,16,1
77,223,1
78,80,1
79,239,1
80,15,1
81,16,1
82,15,1
83,15,1
84,14,1
85,13,1
86,13,1
87,13,1
88,13,1
89,181,1
90,240,1
91,240,1
92,240,1
93,240,1
94,240,1
95,239,1
96,237,1
97,237,1
98,237,1
99,237,1
100,237,1
101,237,1
102,240,1
103,240,1
104,243,1
105,238,1
106,178,1
107,152,1
108,116,1
109,242,1
110,243,1
111,243,1
112,243,1
113,243,1
114,242,1
115,243,1
116,243,1
117,243,1
118,243,1
119,243,1
120,241,1
121,242,1
122,243,1
123,243,1
124,72,1
125,59,1
126,243,1
127,242,1
128,46,1
129,243,1
130,243,1
131,243,1
132,244,1
133,243,1
134,243,1
135,243,1
136,243,1
