Data 
0,409,0
1,409,0
2,410,0
3,408,0
4,407,0
5,409,0
6,407,0
7,406,0
8,410,0
9,408,0
10,409,0
11,408,0
12,408,0
13,406,0
14,409,0
15,408,0
16,410,0
17,409,0
18,408,0
19,408,0
20,409,0
21,408,0
22,409,0
23,107,1
24,167,1
25,258,1
26,297,1
27,410,0
28,405,0
29,400,0
30,406,0
31,410,0
32,408,0
33,407,0
34,408,0
35,409,0
36,408,0
37,409,0
38,407,0
39,409,0
40,407,0
41,408,0
42,132,1
43,397,0
44,54,1
45,28,1
46,32,1
47,38,1
48,19,1
49,44,1
50,44,1
51,409,0
52,410,0
53,402,0
54,364,1
55,188,1
56,182,1
57,203,1
58,179,1
59,172,1
60,201,1
61,196,1
62,176,1
63,176,1
64,33,1
65,49,1
66,176,1
67,177,1
68,177,1
69,177,1
70,177,1
71,177,1
72,177,1
73,176,1
74,177,1
75,176,1
76,176,1
