Data 
0,412,0
1,411,0
2,412,0
3,411,0
4,412,0
5,411,0
6,412,0
7,412,0
8,411,0
9,412,0
10,411,0
11,411,0
12,412,0
13,411,0
14,412,0
15,411,0
16,410,0
17,411,0
18,411,0
19,411,0
20,412,0
21,412,0
22,410,0
23,411,0
24,410,0
25,411,0
26,410,0
27,411,0
28,408,0
29,400,0
30,391,1
31,383,1
32,377,1
33,370,1
34,363,1
35,365,1
36,378,1
37,372,1
38,365,1
39,400,0
40,411,0
41,410,0
42,411,0
43,409,0
44,411,0
45,410,0
46,410,0
47,410,0
48,409,0
49,410,0
50,411,0
51,411,0
52,411,0
53,412,0
54,412,0
55,410,0
56,411,0
57,411,0
58,408,0
