Data 
0,411,0
1,411,0
2,410,0
3,411,0
4,410,0
5,410,0
6,410,0
7,412,0
8,409,0
9,410,0
10,409,0
11,411,0
12,410,0
13,410,0
14,410,0
15,411,0
16,410,0
17,411,0
18,409,0
19,411,0
20,410,0
21,410,0
22,412,0
23,409,0
24,408,0
25,411,0
26,411,0
27,412,0
28,411,0
29,410,0
30,411,0
31,409,0
32,410,0
33,410,0
34,411,0
35,407,0
36,407,0
37,406,0
38,404,0
39,405,0
40,408,0
41,407,0
42,405,0
43,373,1
44,394,0
45,402,0
46,398,0
47,388,1
48,391,0
49,402,0
50,402,0
51,404,0
52,408,0
53,409,0
54,409,0
55,409,0
56,410,0
57,409,0
58,408,0
59,408,0
60,409,0
61,407,0
62,407,0
63,408,0
64,410,0
65,409,0
66,409,0
67,408,0
68,408,0
69,409,0
70,407,0
