Data 
0,394,0
1,394,0
2,393,0
3,388,0
4,395,0
5,390,0
6,397,0
7,392,0
8,393,0
9,381,0
10,391,0
11,387,0
12,387,0
13,387,0
14,379,0
15,381,0
16,377,0
17,388,0
18,401,0
19,396,0
20,396,0
21,396,0
22,393,0
23,403,0
24,378,0
25,380,0
26,372,0
27,409,0
28,404,0
29,380,0
30,390,0
31,375,0
32,377,0
33,387,0
34,400,0
35,402,0
36,390,0
37,403,0
38,404,0
39,422,0
40,410,0
41,430,0
42,423,0
43,417,0
44,387,0
45,397,0
46,390,0
47,382,0
48,381,0
49,370,0
50,365,1
51,355,1
52,350,1
53,340,1
54,335,1
55,332,1
56,332,1
57,327,1
58,321,1
59,314,1
60,307,1
61,303,1
62,300,1
63,294,1
64,289,1
65,281,1
66,278,1
67,274,1
68,267,1
69,259,1
70,262,1
71,271,1
72,341,1
73,276,1
74,313,1
75,269,1
76,266,1
77,253,1
78,275,1
79,246,1
80,362,1
81,282,1
82,426,0
83,406,0
84,414,0
85,405,0
86,450,0
87,424,0
88,437,0
89,436,0
90,430,0
91,430,0
92,429,0
93,421,0
94,425,0
95,409,0
96,437,0
97,428,0
98,430,0
99,421,0
