Data 
0,409,0
1,410,0
2,409,0
3,411,0
4,409,0
5,409,0
6,411,0
7,410,0
8,410,0
9,410,0
10,409,0
11,408,0
12,411,0
13,409,0
14,408,0
15,409,0
16,409,0
17,409,0
18,410,0
19,409,0
20,409,0
21,409,0
22,411,0
23,409,0
24,409,0
25,409,0
26,408,0
27,409,0
28,410,0
29,408,0
30,409,0
31,410,0
32,409,0
33,411,0
34,410,0
35,411,0
36,410,0
37,409,0
38,408,0
39,408,0
40,402,0
41,388,1
42,373,1
43,361,1
44,341,1
45,320,1
46,305,1
47,287,1
48,273,1
49,259,1
50,247,1
51,242,1
52,243,1
53,246,1
54,286,1
55,402,0
56,403,0
57,401,0
58,403,0
59,402,0
60,403,0
61,404,0
62,404,0
63,403,0
64,402,0
65,402,0
66,401,0
67,402,0
68,402,0
